cycle 21 / T3 Pure: 仮定 (B*) を落とす — 検証その 3（総和と明示定数） [    0.0s]
掃引する塔: 9（ADV 6 ＋ 母集団外 3）

==============================================================================
Step J/L/M: |Theta_M - b M phi(ell^M)| <= C ell^M（C は証明の明示定数） [    0.0s]
==============================================================================
tower                                    ell  M   b  Theta_M        err  err/l^M C(proof)
EXT bouquet (1,0),(0,1),(1,1),(1,-1),(2,   3  1   0       10       10.0    3.333    16.24
EXT bouquet (1,0),(0,1),(1,1),(1,-1),(2,   3  2   0       30       30.0    3.333     5.33
EXT bouquet (1,0),(0,1),(1,1),(1,-1),(2,   3  3   0       90       90.0    3.333     5.33
EXT bouquet (1,0),(0,1),(1,1),(1,-1),(2,   3  4   0      270      270.0    3.333     5.33
EXT bouquet (1,0),(0,1),(1,1),(1,-1),(2,   3  5   0      810      810.0    3.333     5.33
EXT bouquet (1,0),(0,1),(1,1),(1,-1),(2,   5  1   0       16       16.0    3.200    15.97
EXT bouquet (1,0),(0,1),(1,1),(1,-1),(2,   5  2   0       80       80.0    3.200     4.80
EXT bouquet (1,0),(0,1),(1,1),(1,-1),(2,   5  3   0      400      400.0    3.200     4.80
  照合した (塔, ell, M) の組: 128

==============================================================================
Step K: Theta_M の連鎖から作った ord_ell(kappa_n) を Matrix-Tree の塔の値と照合 [    2.0s]
==============================================================================
  照合した段: 42、取れなかった塔: 0

==============================================================================
総括 [    2.3s]
==============================================================================
FAIL: 0 件
打ち切り: 0 件（Step K で取れなかった塔 0 を除く）
総経過 [    2.3s]
